2019-03-26 14:10:01,hareeshhosmane9,@BSYBJP Atleast this time my vote shouldn't go waste. I voted for Modi in 2014 and Congress won. I voted for Modi in 2018(assembly elections). BJP candidate won. But dint form government. Narayanaswamy pls win this time.,0,0,"[[[76.4551434, 12.1175892], [76.8361765, 12.1175892], [76.8361765, 12.4512955], [76.4551434, 12.4512955]]]","Mysore, India",India
2019-03-26 14:06:43,svmurthy,"Modi and Amit Shah sidelined Tejaswini Anant Kumar, as AK was close and supporer of LK Advani. #Tejaswini",0,0,"[[[79.199056, 17.617994], [79.789443, 17.617994], [79.789443, 18.146895], [79.199056, 18.146895]]]","Warangal-Hamamkonda, India",India
2019-03-26 14:06:29,AshishXL,"One must appreciate effforts @PMOIndia is taking 4 greater voter awareness through innovative ways. No one understands power of social media to bring positive change better than PM Modi. Be it #SwachhataHiSeva or #Betibachao, message have reached to all strata of society. kudos",6,1,"[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]","New Delhi, India",India
2019-03-26 14:05:53,raghu_madgula,@sadhavi Absolutely no...madam..I was just feeling.. what will happen if Modi has to return to power... though you said a small prediction.. Please don't get afended...,0,0,"[[[77.373474, 12.919037], [77.739371, 12.919037], [77.739371, 13.231381], [77.373474, 13.231381]]]","Bengaluru, India",India
2019-03-26 14:04:29,karanbandi143,"@sanitbahri @TheVijayMallya Modi allowed him to Run/fly away, again this guy is playing games to fool Indians..!! Every Indian know how funding you’ve to NDA to fly away..!",0,0,"[[[75.0139416, 15.1588276], [75.4587604, 15.1588276], [75.4587604, 15.5041816], [75.0139416, 15.5041816]]]","Hubli, India",India
2019-03-26 14:02:57,Logesh50349927,Life is one to one support without expectation it go long live.  Thank to prime minister Modi ji  done more support in tamilnadu  jaimodisarkar,0,0,"[[[80.0765774, 13.0248559], [80.3329248, 13.0248559], [80.3329248, 13.2340278], [80.0765774, 13.2340278]]]","Saidapet, India",India
2019-03-26 14:02:26,LegalKant,"@Rupeshpa2 Next you will argue that Modi govt legitimising foreign poll funding was also an attack on ""black money""

#KuchBhi 

😆",0,0,"[[[2.2241006, 48.8155214], [2.4699053, 48.8155214], [2.4699053, 48.9021461], [2.2241006, 48.9021461]]]","Paris, France",France
2019-03-26 14:01:43,LegalKant,@Vidurofind It was Modi Ji whose govt legitimized foreign poll funding. Enough said. No honest leader will ever allow that.,0,0,"[[[2.2241006, 48.8155214], [2.4699053, 48.8155214], [2.4699053, 48.9021461], [2.2241006, 48.9021461]]]","Paris, France",France
2019-03-26 14:01:27,Viv2511,"The likes of Modi and Shah think repeating a lie many times becomes believeable truth.  They are not talking about development or jobs or economy.  Has anyone noticed? 
@SreenivasanJain @sanjayuvacha @saliltripathi https://t.co/H4Zn9TO2in",1,1,"[[[72.64293, 15.606794], [80.899558, 15.606794], [80.899558, 22.029028], [72.64293, 22.029028]]]","Maharashtra, India",India
2019-03-26 14:01:19,SurinderBhat8,"@AdityaRajKaul THIS IS ONLY POSSIBLE AS FAR AS THERE IS MODI. OTHERWISE EVERYTHING WAS IMPOSSIBLE,  DANGEROUS &amp; RISKING",0,0,"[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]","New Delhi, India",India
2019-03-26 13:59:32,MohdShamsuz,"PM Modi Ji you failed to fulfil 1st Election your mandate of Akhand Bharat, still you’ve chance",1,0,"[[[90.3720551, 23.6830826], [90.4268036, 23.6830826], [90.4268036, 23.7259159], [90.3720551, 23.7259159]]]","Dacca, Bangladesh",Bangladesh
2019-03-26 13:59:15,bhushanratekar,"#MainBhiChowkidar
Every citizen who is working hard honestly &amp; is contributing towards change in society is a Chowkidar. Let us all be a part of this change along with PM Modi &amp; pledge to contribute to nation building.  
via NaMo App",0,0,"[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]","Mumbai, India",India
2019-03-26 13:58:08,manavsaraf,"@Subhu99055927 @MinhazMerchant @RahulGandhi https://t.co/SZDyOEtTtw

Amit shah here is accepting that modi said it, and is also saying that it was just a jumla (that's besides the point). Fair enough. I don't care who you vote for, just say Amit shah is a liar and modi never really said it at all. Chocobar.",0,0,"[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]","Kolkata, India",India
2019-03-26 13:57:24,Rabindr88990589,"Nation should know, politics is the best business/lndustry in India, a begger would be Arabpati in few years, U see around ,u will find in all state , Barring Exception , Modi,  PM honesty unquestionable  Trust him n support in2019 election",0,0,"[[[84.686271, 25.2014], [85.117254, 25.2014], [85.117254, 25.731555], [84.686271, 25.731555]]]","Danapur, India",India
2019-03-26 13:56:38,kuttan337,"@smitaprakash @maryashakil Marya Shakil is a Congress paid Journalists, we had been hearing &amp; watching her reporting &amp; as anchor in debates in the studio , she inherently expresses &amp; her body language shows that she is a biased anti Modi / BJP/ RSS person.",0,0,"[[[76.446888, 10.681582], [76.856449, 10.681582], [76.856449, 10.929981], [76.446888, 10.929981]]]","Pallakad, India",India
2019-03-26 13:56:12,sardesairajdeep,"8 pm: on the Countdown : my newsmakers include the producer of the Narendra Modi film; and 2 new faces of 2019 from left and right , Kanhaiya Kumar and @Tejasvi_Surya .. all the election news and analysis without the noise! @IndiaToday",113,8,"[[[77.302126, 28.443981], [77.695326, 28.443981], [77.695326, 28.647131], [77.302126, 28.647131]]]","Noida, India",India
2019-03-26 13:53:20,Raviravirai,@ArvindKejriwal sir please do something and get your candidates at least 10 people who can trust in them and can back them. A disqualification like this is humiliating for you. And then you keep on crying that Modi will rule life long. Which is true. But you can't stop him https://t.co/1Ro6a5kaYx,0,0,"[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]","Mumbai, India",India
2019-03-26 13:53:12,GSRAO47197744,Modi Chowkidar government cheating the Senior Citizens by creating confusion while booking tickets on concession. 1 It says OK to give up the concession.( It means you don't want concession.) CANCEL to book with concession ( you want concession.) Be elert,0,0,"[[[78.233173, 17.2371055], [78.5373982, 17.2371055], [78.5373982, 17.5529688], [78.233173, 17.5529688]]]","Rajendra Nagar, India",India
2019-03-26 13:51:53,skashamahajan,"@PMOIndia @arunjaitley @RahulGandhi @INCIndia @adgpi @htTweets We have seen fastest economy in world,6th largest economy,better infra,industry,manu,defense,welfare schemes worth lakhs of crores per annum of PM Modi&amp;cabinet for all sections of society,all states&amp;UTs.Cong is blind?",1,1,"[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]","New Delhi, India",India
2019-03-26 13:50:45,GaneshD89377365,Congress can not say that public have not given them chance to serve our country people because public have given them 56years so as per terms we should give chance to narendra bhai modi jee 💥🙏🙏🙏🙏🙏💥💥💥💥💥,0,0,"[[[77.373474, 12.919037], [77.739371, 12.919037], [77.739371, 13.231381], [77.373474, 13.231381]]]","Bengaluru, India",India
2019-03-26 13:50:06,879c50f54a37411,"Fan opens PM Modi-themed cafe in Tamil Nadu's Thoothukudi 
https://t.co/RBP0WwesCg via NaMo App https://t.co/muUyy5PYKa",0,0,"[[[77.373474, 12.919037], [77.739371, 12.919037], [77.739371, 13.231381], [77.373474, 13.231381]]]","Bengaluru, India",India
2019-03-26 13:48:28,kuttan337,"@pbhushan1 How can you expect a ex RBI Governor who it is said wrote for the Congress party its manifesto ever speak good 4 Modi Govt or BJP.
What Raghuram Rajan is doing is defending for himself or else the NPA of banks which he did a cover up for the UPA may come back to haunt him.",1,0,"[[[76.446888, 10.681582], [76.856449, 10.681582], [76.856449, 10.929981], [76.446888, 10.929981]]]","Pallakad, India",India
2019-03-26 13:45:33,yessirtns,"This are the views of Dr. Pavagada Prakash Rao, who says that Modi should be the PRIME MINISTER of our COUNTRY for next few terms. 🙏🙏🙏🇮🇳🇮🇳🇮🇳 #ModiFor2019 #ModiOnceMore https://t.co/nByRPDXgGO",4,0,"[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]","New Delhi, India",India
2019-03-26 13:42:40,SumitKMazumdar1,Just looking forward to election. Mr Modi alone does self less service to nation and want him as PM for next 4 terms at least .,0,0,"[[[77.38818883895874, 28.519948383442003], [77.38818883895874, 28.519948383442003], [77.38818883895874, 28.519948383442003], [77.38818883895874, 28.519948383442003]]]",SilverCity,India
2019-03-26 13:40:35,hemant_singh9,@BJP4Bengal @DebasreeBJP Congratulations.Modi again.,0,0,"[[[88.014244, 22.396021], [88.421124, 22.396021], [88.421124, 23.02195], [88.014244, 23.02195]]]","Haora, India",India
2019-03-26 13:39:05,singh_hem,@jaipurcityblog @traffic_jpr @ashishchaturved @surendra_pali @MaharshiNeeraj @PMOIndia @narendramodi by choking the city and its people who are returning from work one thinks can get votes @vote an support Modi @Ra_THORe not a right place not a right time #save jaipur,1,2,"[[[75.4979969, 26.800561], [75.9970446, 26.800561], [75.9970446, 27.0188054], [75.4979969, 27.0188054]]]","Jaipur, India",India
2019-03-26 13:37:05,Azad18535058,Stop screening Bio picture of Modi due to election code@election commissioner of India,1,0,"[[[78.3897718, 17.3013989], [78.5404168, 17.3013989], [78.5404168, 17.4759], [78.3897718, 17.4759]]]","Hyderabad, India",India
2019-03-26 13:34:25,kocheng,"@IndiaToday This is below the belt remark just as the many remarks Rahul himself makes on PM Modi, hence let no one shed tears for this failed leader.",1,0,"[[[76.7996471, 8.3860508], [77.0429796, 8.3860508], [77.0429796, 8.6724215], [76.7996471, 8.6724215]]]","Trivandrum, India",India
2019-03-26 13:33:20,neerangautam,"#VoteKar
#ModiHaiToMumkinHai
Here's How Ajay Devgn, Kriti Sanon, Rajkummar Rao, Madhavan Replied To PM Narendra Modi’s ‘Vote Kar’ Election 2019 Campaign
https://t.co/blFJiCGK5P via NaMo App https://t.co/71ASGPRkop",1,1,"[[[77.20469, 28.620877], [77.641989, 28.620877], [77.641989, 28.926259], [77.20469, 28.926259]]]","Ghaziabad, India",India
2019-03-26 13:30:41,laadravee,"The income support promised by Congress is a bluff announcement. Modi government is already giving Rs.1,06,800/year through DBT subsidies. On simple arithmetic, Rs.72,000 for five crore families works out to be Rs.3.6 lakh crore, which is less than 2/3rd of what is being given. https://t.co/1z6ItYTokh",0,0,"[[[74.260409, 15.692325], [74.701333, 15.692325], [74.701333, 16.073652], [74.260409, 16.073652]]]","Belgaum, India",India
2019-03-26 13:29:45,skashamahajan,"@PMOIndia @arunjaitley @INCIndia @RahulGandhi @yadavakhilesh @htTweets @cmohry 130 crore Indians know that in 35 yrs of public life PM&amp;Ex CM Modi not taken any bribe/graft&amp;led a clean,purposeful,honest life.BJP&amp;Cong both did not implement election manifesto of 2014.Modi is bestPM",1,1,"[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]","New Delhi, India",India
2019-03-26 13:28:44,venkat_05,"I agree when Bhakts say for Modi led BJP..""शेर अकेला आता है"" https://t.co/vrqpc8L2Bf",0,0,"[[[72.80161, 19.16162], [73.03441, 19.16162], [73.03441, 19.593413], [72.80161, 19.593413]]]","Thane, India",India
2019-03-26 13:28:13,colkt,"Shri420 giving Gyan on respect to seniors.
This specimen n megalomaniac Kicked out PB, YY n many many others from AAP after humiliation.
https://t.co/PY0iv1AVZM https://t.co/j517qLCr2K",1,0,"[[[77.3305776, 12.731936], [77.7863188, 12.731936], [77.7863188, 13.1142933], [77.3305776, 13.1142933]]]","Bengaluru South, India",India
2019-03-26 13:27:00,RatneswarDebn10,"Fan opens PM Modi-themed cafe in Tamil Nadu's Thoothukudi 
https://t.co/q5hvAOY0oY

via NaMo App https://t.co/pixKKm9uzx",0,0,"[[[91.356727, 25.123746], [92.142271, 25.123746], [92.142271, 25.64816], [91.356727, 25.64816]]]","Shillong, India",India
2019-03-26 13:24:51,SUNILAG67048352,"Here's How Ajay Devgn, Kriti Sanon, Rajkummar Rao, Madhavan Replied To PM Narendra Modi’s ‘Vote Kar’ Election 2019 Campaign
https://t.co/oeWu0M5L3Q

via NaMo App https://t.co/Qv7Z24UFT5",0,0,"[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]","Kolkata, India",India
2019-03-26 13:24:39,SUNILAG67048352,"Here's How Ajay Devgn, Kriti Sanon, Rajkummar Rao, Madhavan Replied To PM Narendra Modi’s ‘Vote Kar’ Election 2019 Campaign
https://t.co/oeWu0M5L3Q

via NaMo App https://t.co/ISsBkR00Mr",0,0,"[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]","Kolkata, India",India
2019-03-26 13:23:19,AvijitSinha5,"@kirti_sd @watdehel @b_k70 @Ash_LoneHunter @ganesan312 @aayeff1 @RanjitOne @sunilddesai @twilightfairy @SatanicJumlas @Puneetvizh @DickDarryl @sagar_bh26 @SRasikDoshi @Vidyut @TachilR @IchbinUjjaini @GovindanMadhu @NSOOD6 @starrymm07 @terence_fdes @priyapyadav18 @rkgarg9 @sanjayuvacha @SocioPoliticalW @XyzTweeter @FltLtSwarna @joerave @SunilKandalkar4 @Tikam @shaqueelsinai @epawitter1 @Scimitar_SS @Tamil1947 @krishpachegonkr @ChokidarCh0rHai @rsvas2 @kukk44 @Saqibmugloo @tarun_k_trivedi @scrapravi @instigate_in @Nikhil_P_B @navasmytheen @PreetiSMenon @Tapan_999 @advocate_co @BJP4India It is the policy of RSS. It never recognised MM Joshi, who is a PhD in neuclear physics &amp; was disciple of MN saha, as a leader. When ABV was PM &amp; LKA was party boss, they selected Modi &amp; Govindacharya to replace ABV &amp; LKA.
Govindacharya has gone to oblivion. Don't know why.",1,0,"[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]","Kolkata, India",India
2019-03-26 13:21:24,rkhuria,"#MaalLegayaChowkidar Demonetisation marked destruction of Indian Economy, Unorganised Sector and people’s Confidence In Modi Govt &amp; BJP. Independent India has never seen such Shameless loot and plunder. https://t.co/eZc8O2Vt0c",15,11,"[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]","Mumbai, India",India
2019-03-26 13:18:16,vsp888,@neelamsumbrui Are you trying to compare Modi with Hitler?,0,0,"[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]","Mumbai, India",India
2019-03-26 13:17:39,Aravind_1986,"@Tejasvi_Surya one more chela of Modi...
u r unfit to be a candidate for Mp this election...u will.loose",0,0,"[[[77.199646, 13.655939], [77.220505, 13.655939], [77.220505, 13.670132], [77.199646, 13.670132]]]","Madhugiri, India",India
2019-03-26 13:16:48,mukeshmarda,"Modi's ""59 Minutes Loan"" Scam Exposed - India Resists https://t.co/0mrWdC5Pzj",0,0,"[[[76.657719, 10.80795], [77.100465, 10.80795], [77.100465, 11.237298], [76.657719, 11.237298]]]","Coimbatore, India",India
2019-03-26 13:16:08,SOALIndia,"A few days back SOAL hosted another episode of Fuzzy Logic. 

We had Ritesh Modi, xMicrosoft and a renowned Blockchain author and evangelist, talk about the technology and how it can be… https://t.co/FX3YZJVt6S",0,0,"[[[78.233173, 17.2371055], [78.5373982, 17.2371055], [78.5373982, 17.5529688], [78.233173, 17.5529688]]]","Rajendra Nagar, India",India
2019-03-26 13:15:51,amitghoshspeaks,"@virsanghvi When a Governor campaigns for Modi government's reelection,what can you expect from this man?",0,0,"[[[77.3305776, 12.731936], [77.7863188, 12.731936], [77.7863188, 13.1142933], [77.3305776, 13.1142933]]]","Bengaluru South, India",India
2019-03-26 13:15:10,SUNILAG67048352,"# SECURING HEALTH OF EXPECTANT MOTHERS
MODI HAI TO MUMKIN HAI
VOTE AND SUPPORT TO MODI AGAIN
via NaMo App",0,0,"[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]","Kolkata, India",India
2019-03-26 13:14:36,shasi64,Rs 12000 per month for This people/ Congs Members ( 20% are More Rich ones in Rahul Party!!) @RahulGandhi @INCIndia  You will get This  20 % 💀🇲🇷  &amp; Stay out side!   we Chowkidars 🇮🇳🇮🇳 are 80 %  we Vote Modi ji @BJP4India Again Modiji PM @narendramodi @ZeeNews @republic https://t.co/k2NIauXi0o,3,2,"[[[74.260409, 15.692325], [74.701333, 15.692325], [74.701333, 16.073652], [74.260409, 16.073652]]]","Belgaum, India",India
2019-03-26 13:14:01,ssr99,Modi never forgives anybody! MM Joshi gave a not so favourable report about the Modi govt and Modi hit him back where it hurts! It's not so much that Joshiji was denied a ticket but the fact that no senior person from BJP had the courtesy to inform him personally! Pathetic it is! https://t.co/1jqVkxJ4W8,33,8,"[[[78.3897718, 17.3013989], [78.5404168, 17.3013989], [78.5404168, 17.4759], [78.3897718, 17.4759]]]","Hyderabad, India",India
2019-03-26 13:12:35,SUNILAG67048352,"# YOUTH WITH MODI
VOTE AND SUPPORT TO MODI AGAIN
via NaMo App",0,0,"[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]","Kolkata, India",India
2019-03-26 13:09:32,Aravind_1986,"@CNNnews18 @RahulGandhi @Zakka_Jacob modi ji told that he will put 15L in each acount u have no courage to ask abt this to him...
u only target Mr Rahul ji.... 
media politics....",0,0,"[[[77.199646, 13.655939], [77.220505, 13.655939], [77.220505, 13.670132], [77.199646, 13.670132]]]","Madhugiri, India",India
2019-03-26 13:08:49,AshokKumarPodd1,"@ArvindKejriwal Kejriwal ji you are insulting the nation and you are blaming Modi who is honouring the nation,
Your thoughts are not good.",0,0,"[[[86.305995, 24.945759], [86.735577, 24.945759], [86.735577, 25.499621], [86.305995, 25.499621]]]","Munger, India",India
2019-03-26 13:07:37,bhahoo001,"@RoflNew @DineshRedBull run behind Khichadi chhap leaders, shame on  pattalkars.

You cambridge pass, pattalkars,sit with Mousiji, on EU tables, eu dressed, enjoy wine, beef, pork, bread butter jams, etc.

maintain  status, forget Modi,
worship Rafael @RoflMast 
@DubeyAbhayRofl @ppbajpai @ShekharGupta",0,0,"[[[73.6246953, 18.2801029], [74.1954594, 18.2801029], [74.1954594, 18.7362196], [73.6246953, 18.7362196]]]","Haveli, India",India
2019-03-26 13:02:33,krmanja123,"@postandspread @sumanthraman We, the wise citizens of Bangalore have decided to vote for Modi only. Hence Tesaswi will win comfortably.",2,0,"[[[77.373474, 12.919037], [77.739371, 12.919037], [77.739371, 13.231381], [77.373474, 13.231381]]]","Bengaluru, India",India
2019-03-26 13:02:17,Wonderman_Moin,"@BDUTT @sampitroda I felt very bad  as the people bhakts  and  Modi ji asking  certificate on  nationalism to Mr Sam pitroda . I feel sorry for them, this is beyond shame... God will give them brain, love, peace of mind, heart.",2,0,"[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]","Dubai, United Arab Emirates",United Arab Emirates
2019-03-26 13:01:09,masilamani53,"@NewIndianXpress @kanhaiyakumar Giriraj  Singh's hesitancy to contest against Kanhaiya Kumar is understandable.
We see in the news ,election meetings of BJP with star campaigners like Amit Shah is almost empty.
Kanhaiya Kumar will be a crowd puller with his punch in Hindi against Modi.",0,0,"[[[80.1934237, 13.080055], [80.2724855, 13.080055], [80.2724855, 13.1293472], [80.1934237, 13.1293472]]]","Perambur Purasavakam, India",India
2019-03-26 13:00:36,ramsinhcthakur1,@malsinghpatawat Where is modi ji in this picture? Commission taken by congress leaders gang members common sense!,1,0,"[[[72.83099, 21.464945], [73.136568, 21.464945], [73.136568, 21.713067], [72.83099, 21.713067]]]","Ankleshwar, India",India
2019-03-26 13:00:30,Deepakg84401798,"I invite you to join my #Modi11 &amp; support PM @NarendraModi in coming General Elections. Visit https://t.co/3sn7iaAfjf to join &amp; help shape #NewIndia. 1 se banenge 11, Layenge Modi Dobara! via @JoinModi11 https://t.co/3sn7iaAfjf #Modi11 #NewIndia via @JoinModi11",0,0,"[[[82.325158, 23.159149], [82.398539, 23.159149], [82.398539, 23.206264], [82.325158, 23.206264]]]","Chirmiri, India",India
2019-03-26 12:59:06,AvijitSinha5,@aayeff1 @ganesan312 @Ash_LoneHunter @kirti_sd @Scimitar_SS @NSOOD6 @RanjitOne @watdehel @veteran10525 @sunilddesai @twilightfairy @SatanicJumlas @Puneetvizh @DickDarryl @sagar_bh26 @SRasikDoshi @Vidyut @TachilR @IchbinUjjaini @GovindanMadhu @starrymm07 @terence_fdes @priyapyadav18 @rkgarg9 @b_k70 @sanjayuvacha @SocioPoliticalW @XyzTweeter @FltLtSwarna @joerave @SunilKandalkar4 @Tikam @shaqueelsinai @epawitter1 @Tamil1947 @krishpachegonkr @ChokidarCh0rHai @rsvas2 @kukk44 @Saqibmugloo @tarun_k_trivedi @scrapravi @instigate_in @Nikhil_P_B @navasmytheen @PreetiSMenon @BJP4India @narendramodi @RahulGandhi @INCIndia Modi is just a puppet of RSS-BJP &amp; their hate ideology.,2,1,"[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]","Kolkata, India",India
2019-03-26 12:58:49,DhanyakumarPat6,"@aajtak @deepak841226 This Deepak of yours is an ass hole.
Like your owner Aaroon Purei he is a chatoo. Bloody chyuts all you are at India Today
For you, the ₹7200 scheme by Rahul is, 'Garib Bahana, PM Modi Nishana
If similar schme s were to be launched by Modi your
Sohan would be PM's Master Stroke.",0,0,"[[[73.413494, 19.802308], [73.946789, 19.802308], [73.946789, 20.140288], [73.413494, 20.140288]]]","Nashik, India",India
2019-03-26 12:58:38,lexlumen,"@priyankagandhi now u have to give credit to Modi ji for encouraging poor people to open their Bank Accounts. so don't feel shy to say ""Thank you Modi ji"" &amp; feel proud to say Once again Modi ji.

@narendramodi @sambitswaraj @BJP4India",0,0,"[[[70.871512, 20.368619], [72.903306, 20.368619], [72.903306, 20.772953], [70.871512, 20.772953]]]","Daman And Diu, India",India
2019-03-26 12:57:49,mukeshmarda,@MudaliyarIndian @s_mandrawadkar @latha_venkatesh @RaghuramRajan What was the NPA figure in march 2014 how did it ballon yo more than 9 lac crore in 5 yrs? Let me know how performing assets become non performing assets in last 5 yrs &amp; lastly who gave the stupid idea of demonotisation to mr modi.,0,0,"[[[76.657719, 10.80795], [77.100465, 10.80795], [77.100465, 11.237298], [76.657719, 11.237298]]]","Coimbatore, India",India
2019-03-26 12:57:43,dhruval_dave,"https://t.co/sJILWQ7PPS

India's Rahul Gandhi takes on the Modi juggernaut

#ModiHaiToMumkinHai #ModiBest #RahulLovesTerrorists #RahulForBehtarBharat #BJP #India #ElectionsWithNDTV #Election2019 https://t.co/hvmIgVHBT4",0,0,"[[[70.694641, 22.04699], [71.097384, 22.04699], [71.097384, 22.477865], [70.694641, 22.477865]]]","Rajkot, India",India
2019-03-26 12:52:40,laadravee,"Here's How Ajay Devgn, Kriti Sanon, Rajkummar Rao, Madhavan Replied To PM Narendra Modi’s ‘Vote Kar’ Election 2019 Campaign
https://t.co/aSwhnNHLFw https://t.co/0SacvTc5sp",0,0,"[[[74.260409, 15.692325], [74.701333, 15.692325], [74.701333, 16.073652], [74.260409, 16.073652]]]","Belgaum, India",India
2019-03-26 12:52:20,laadravee,"‘You Are, By Far, The Best Prime Minister For India Today’: Kabir Bedi Wishes Narendra Modi Is Elected As PM Again As Actor Replies To His ‘Vote Kar’ Campaign
https://t.co/4M9mpuYdSg https://t.co/5m3pXMJw1e",0,0,"[[[74.260409, 15.692325], [74.701333, 15.692325], [74.701333, 16.073652], [74.260409, 16.073652]]]","Belgaum, India",India
